full,F41,cate,subcate,subsubcate,guid,description
F41A1/00,F41,A,1,00,US-5341720-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-5712442-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-5303633-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-5121670-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-5578783-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-5218161-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-10378483-B2,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-2507878-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-20020029688-A1,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-1338676-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-6357357-B1,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-5337649-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-5194690-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-6072400-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-3249046-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-20220082066-A1,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-1416827-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-5429030-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-5789696-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-6089139-A,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-20180093173-A1,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/00,F41,A,1,00,US-6671989-B2,Missile propulsion characterised by the use of explosive or combustible propellant charges
F41A1/02,F41,A,1,02,US-3418878-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-20060124020-A1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-7047885-B1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-4938112-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-3388633-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-9500419-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-3054329-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-7814835-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-3809048-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-7707941-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-20170030143-A1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-5322002-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-0200740-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-10557308-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-3357306-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-9664142-B1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-20140260930-A1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-5016518-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-20160238361-A1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-7464649-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-5131313-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-20160341514-A1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-2397800-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-3411403-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-2485601-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-2953065-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-5016537-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-8664576-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-5233903-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-5097743-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-4057002-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-3880044-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-8979033-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-9567108-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-3572248-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-4590842-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-9273943-B1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-9599444-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-20090120317-A1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-2648257-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-5033355-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-20090212163-A1,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-3056336-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-8536502-B2,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/02,F41,A,1,02,US-5149907-A,"Hypervelocity missile propulsion using successive means for increasing the propulsive force, e.g. using successively initiated propellant charges arranged along the barrel length"
F41A1/04,F41,A,1,04,US-7305912-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-20100313742-A1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4393781-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4936188-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4945809-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4069739-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4011817-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3854376-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3992976-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4602553-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-2922341-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-8006602-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1237157-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4333383-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1317987-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-6273711-B1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3803975-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5631436-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5533434-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4172408-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1314801-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5001963-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5016517-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0012295-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4126078-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0424283-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3763739-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-20060144214-A1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3046891-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4574681-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4102269-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0801746-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4993309-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4037995-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-8201486-B1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5608179-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-20170130531-A1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0895154-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4033224-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-6931832-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-20040031382-A1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1806633-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3380345-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4269107-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-20110259230-A1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5650585-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4478128-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4993310-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0429592-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4949621-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0819995-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3888159-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4932327-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0407474-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0424970-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0667290-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3748953-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4930423-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1324733-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5063824-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1101841-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0005656-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4726279-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4729319-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0424119-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4693165-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4164890-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5381722-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0290966-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0315030-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4005632-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4038903-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4907511-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4745841-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4023463-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0320236-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-7770504-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4852459-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0407475-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1214984-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1597447-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4838142-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4664631-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4653380-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-8857338-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3712171-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0429593-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4383472-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-6679155-B1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-20040068979-A1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3938272-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5063825-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4967638-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-9617016-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4091711-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4164889-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4523507-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3893479-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5061454-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-2947221-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4644843-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4160405-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3919922-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-2094854-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3044363-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4711153-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4603615-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3782241-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-10119780-B1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4941390-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0291054-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4050348-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4337685-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3969979-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3202055-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1653171-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-2804804-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-9459059-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4132149-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4711154-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4982647-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-6347476-B1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4281582-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3728937-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-6912839-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1620994-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-6055910-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3969978-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4336741-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4357856-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5063826-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4100836-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4932306-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5060551-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5125320-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4953440-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5359919-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-20040226280-A1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4722261-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1222288-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4934242-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4928571-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4852458-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1207995-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4063486-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4231282-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5149908-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1863062-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-2088503-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4193335-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4161904-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4341147-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1192839-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4461214-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-10180030-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4532851-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4376406-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-9862506-B2,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0429988-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4915010-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4586422-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4907486-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4946522-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0430056-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4161133-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4051762-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1596057-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-5287791-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3195407-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4715260-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-20150047526-A1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4523508-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3422723-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1194871-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0407476-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0429594-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-3916792-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-20070062363-A1,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4099445-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-4050349-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-1320233-A,"Missile propulsion using the combustion of a liquid,"
F41A1/04,F41,A,1,04,US-0670735-A,"Missile propulsion using the combustion of a liquid,"
F41A1/06,F41,A,1,06,US-5247867-A,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-8826792-B1,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-20150020786-A1,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-20020053280-A1,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-6502514-B1,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-7243589-B2,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-9500451-B2,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-0819834-A,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-1549847-A,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-3380344-A,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
F41A1/06,F41,A,1,06,US-1559183-A,"Adjusting the range without varying elevation angle or propellant charge data, e.g. by venting a part of the propulsive charge gases, or by adjusting the capacity of the cartridge or combustion chamber"
