0,1,2,3,4
F41,B,5.0,26.0,US-1396788-A
F41,B,5.0,26.0,US-1877273-A
F41,B,5.0,26.0,US-20030084893-A1
F41,B,5.0,26.0,US-2957469-A
F41,B,5.0,26.0,US-2813818-A
F41,B,5.0,26.0,US-2600250-A
F41,B,5.0,26.0,US-2514638-A
F41,B,5.0,26.0,US-4091790-A
F41,B,5.0,26.0,US-4076005-A
F41,B,5.0,26.0,US-4793319-A
F41,B,5.0,26.0,US-4762112-A
F41,B,5.0,26.0,US-4674468-A
F41,B,5.0,26.0,US-4660537-A
F41,B,5.0,26.0,US-4574766-A
F41,B,5.0,26.0,US-5660158-A
F41,B,5.0,26.0,US-5570675-A
F41,B,5.0,26.0,US-5546923-A
F41,B,5.0,26.0,US-5515836-A
F41,B,5.0,26.0,US-5507270-A
F41,B,5.0,26.0,US-5429106-A
F41,B,5.0,26.0,US-5291874-A
F41,B,5.0,26.0,US-5156138-A
F41,B,5.0,26.0,US-7438069-B2
F41,B,5.0,26.0,US-7334575-B2
F41,B,5.0,26.0,US-7025051-B1
F41,B,5.0,26.0,US-6276351-B1
F41,B,5.0,26.0,US-6253752-B1
F41,B,5.0,26.0,US-6244259-B1
F41,B,5.0,26.0,US-20050121012-A1
F41,B,5.0,26.0,US-20070131841-A1
F41,B,5.0,26.0,US-20070163559-A1
F41,B,5.0,26.0,US-20100116260-A1
F41,B,5.0,26.0,US-20130081605-A1
F41,B,5.0,26.0,US-20220397367-A1
F41,B,5.0,26.0,US-3207146-A
F41,B,5.0,26.0,US-3415240-A
F41,B,5.0,26.0,US-3612028-A
F41,B,5.0,26.0,US-3628519-A
F41,B,5.0,26.0,US-3738348-A
F41,B,5.0,26.0,US-3766904-A
F41,B,5.0,26.0,US-3771508-A
F41,B,5.0,26.0,US-3814075-A
F41,B,5.0,26.0,US-3821946-A
F41,B,5.0,26.0,US-3874360-A
F41,B,5.0,26.0,US-3921598-A
F41,B,5.0,26.0,US-3942506-A
F41,B,5.0,26.0,US-3957027-A
