0,1,2,3,4
F41,B,5.0,148.0,US-10099889-B1
F41,B,5.0,148.0,US-10345169-B2
F41,B,5.0,148.0,US-10852205-B2
F41,B,5.0,148.0,US-10907926-B1
F41,B,5.0,148.0,US-11079197-B1
F41,B,5.0,148.0,US-11098975-B2
F41,B,5.0,148.0,US-11221191-B2
F41,B,5.0,148.0,US-11346633-B1
F41,B,5.0,148.0,US-20190249968-A1
F41,B,5.0,148.0,US-20150144119-A1
F41,B,5.0,148.0,US-20160252321-A1
F41,B,5.0,148.0,US-20160136793-A1
F41,B,5.0,148.0,US-20160123694-A9
F41,B,5.0,148.0,US-20160084608-A1
F41,B,5.0,148.0,US-4203308-A
F41,B,5.0,148.0,US-4674472-A
F41,B,5.0,148.0,US-5538197-A
F41,B,5.0,148.0,US-5495630-A
F41,B,5.0,148.0,US-5243959-A
F41,B,5.0,148.0,US-5243957-A
F41,B,5.0,148.0,US-5205193-A
F41,B,5.0,148.0,US-20080057823-A1
F41,B,5.0,148.0,US-20080176681-A1
F41,B,5.0,148.0,US-20090071022-A1
F41,B,5.0,148.0,US-20110277738-A1
F41,B,5.0,148.0,US-20120181335-A1
F41,B,5.0,148.0,US-20130012343-A1
F41,B,5.0,148.0,US-20130042849-A1
F41,B,5.0,148.0,US-20130072332-A1
F41,B,5.0,148.0,US-20130105049-A1
F41,B,5.0,148.0,US-20130116071-A1
F41,B,5.0,148.0,US-20140026875-A1
F41,B,5.0,148.0,US-20140216212-A1
F41,B,5.0,148.0,US-20210348874-A1
F41,B,5.0,148.0,US-3945368-A
F41,B,5.0,148.0,US-7972230-B2
F41,B,5.0,148.0,US-8096059-B2
F41,B,5.0,148.0,US-8528535-B2
F41,B,5.0,148.0,US-8627813-B1
F41,B,5.0,148.0,US-8833350-B1
F41,B,5.0,148.0,US-9243863-B1
F41,B,5.0,148.0,US-9259825-B2
F41,B,5.0,148.0,US-9903682-B1
F41,B,5.0,148.0,US-9915494-B2
F41,B,5.0,148.0,US-9933230-B1
F41,B,5.0,148.0,US-9962819-B2
