0,1,2,3,4
F41,J,9.0,16.0,US-0204300-A
F41,J,9.0,16.0,US-0206716-A
F41,J,9.0,16.0,US-0276125-A
F41,J,9.0,16.0,US-0282000-A
F41,J,9.0,16.0,US-0286800-A
F41,J,9.0,16.0,US-0297307-A
F41,J,9.0,16.0,US-0303315-A
F41,J,9.0,16.0,US-0304534-A
F41,J,9.0,16.0,US-0305117-A
F41,J,9.0,16.0,US-0312604-A
F41,J,9.0,16.0,US-0314745-A
F41,J,9.0,16.0,US-0425732-A
F41,J,9.0,16.0,US-0802329-A
F41,J,9.0,16.0,US-1317958-A
F41,J,9.0,16.0,US-1857701-A
F41,J,9.0,16.0,US-20030056418-A1
F41,J,9.0,16.0,US-20200018571-A1
F41,J,9.0,16.0,US-20180346724-A1
F41,J,9.0,16.0,US-20160273887-A1
F41,J,9.0,16.0,US-2650829-A
F41,J,9.0,16.0,US-4218061-A
F41,J,9.0,16.0,US-4206919-A
F41,J,9.0,16.0,US-4124550-A
F41,J,9.0,16.0,US-4077384-A
F41,J,9.0,16.0,US-4801150-A
F41,J,9.0,16.0,US-4623150-A
F41,J,9.0,16.0,US-4433842-A
F41,J,9.0,16.0,US-4352496-A
F41,J,9.0,16.0,US-4335882-A
F41,J,9.0,16.0,US-5915695-A
F41,J,9.0,16.0,US-5788243-A
F41,J,9.0,16.0,US-5397132-A
F41,J,9.0,16.0,US-5316313-A
F41,J,9.0,16.0,US-7523915-B2
F41,J,9.0,16.0,US-20080073849-A1
F41,J,9.0,16.0,US-20120187630-A1
F41,J,9.0,16.0,US-20130118467-A1
F41,J,9.0,16.0,US-2418936-A
F41,J,9.0,16.0,US-3185480-A
F41,J,9.0,16.0,US-3207516-A
F41,J,9.0,16.0,US-3421729-A
F41,J,9.0,16.0,US-3431598-A
F41,J,9.0,16.0,US-3572714-A
F41,J,9.0,16.0,US-3587144-A
F41,J,9.0,16.0,US-3853319-A
F41,J,9.0,16.0,US-9086257-B2
