0,1,2,3,4
F41,C,9.0,6.0,US-20180120052-A1
F41,C,9.0,6.0,US-20160305737-A1
F41,C,9.0,6.0,US-2819674-A
F41,C,9.0,6.0,US-2789465-A
F41,C,9.0,6.0,US-4100855-A
F41,C,9.0,6.0,US-4100692-A
F41,C,9.0,6.0,US-4077147-A
F41,C,9.0,6.0,US-4821441-A
F41,C,9.0,6.0,US-4774887-A
F41,C,9.0,6.0,US-4757628-A
F41,C,9.0,6.0,US-4742775-A
F41,C,9.0,6.0,US-4651454-A
F41,C,9.0,6.0,US-4633969-A
F41,C,9.0,6.0,US-4584925-A
F41,C,9.0,6.0,US-4505018-A
F41,C,9.0,6.0,US-5911568-A
F41,C,9.0,6.0,US-5648631-A
F41,C,9.0,6.0,US-5639982-A
F41,C,9.0,6.0,US-20140013639-A1
F41,C,9.0,6.0,US-3545117-A
F41,C,9.0,6.0,US-3553876-A
F41,C,9.0,6.0,US-3618244-A
F41,C,9.0,6.0,US-3721031-A
F41,C,9.0,6.0,US-3747247-A
F41,C,9.0,6.0,US-3871120-A
F41,C,9.0,6.0,US-3878788-A
F41,C,9.0,6.0,US-4854238-A
F41,C,9.0,6.0,US-8919020-B2
