child_guid,avg_span
US-10567106-B2,6937.0
US-10571208-B2,15536.5
US-10571209-B1,8568.0
US-10571210-B2,6314.0
US-10571213-B1,
US-10571217-B2,11584.5
US-10571218-B2,1568.0
US-10571221-B2,15106.0
US-10571223-B2,
US-10571271-B2,5456.5
US-10571677-B2,
US-10576900-B2,12789.0
US-10577197-B1,9352.0
US-10578379-B2,10802.96
US-10578381-B2,12282.0
US-10578382-B1,11112.733333333334
US-10578384-B1,5860.75
US-10578385-B2,12425.368421052632
US-10578386-B1,2417.3333333333335
US-10578388-B2,9198.0
US-10578390-B2,8448.5625
US-10578391-B2,10031.636363636364
US-10578394-B2,8282.272727272728
US-10578395-B2,7979.481481481482
US-10578400-B2,448.0
US-10578402-B1,8483.631578947368
US-10578404-B2,9758.304347826086
US-10578407-B2,7263.666666666667
US-10580271-B1,6874.0
US-10584932-B2,11961.6
US-10584934-B2,13234.666666666666
US-10584935-B1,11252.5
US-10584936-B2,2768.181818181818
US-10584937-B1,7454.0
US-10584941-B2,8484.0
US-10584942-B2,10465.0
US-10587826-B2,10101.0
US-10589304-B1,4484.666666666667
US-10591234-B2,11142.6875
US-10591237-B1,6510.583333333333
US-10591238-B1,2625.5384615384614
US-10591239-B2,10220.0
US-10591245-B2,9433.55
US-10591247-B2,4144.0
US-10591248-B1,8536.111111111111
US-10591251-B2,5689.25
US-10591252-B2,6153.0
US-10591254-B1,1323.0
US-10591255-B2,2870.0
US-10591258-B1,3153.5
US-10595580-B1,
US-10595594-B2,
US-10595644-B2,175.0
US-10598450-B1,1407.0
US-10598451-B1,5135.666666666667
US-10598454-B2,9269.75
US-10598456-B1,8872.04347826087
US-10598457-B2,8861.08695652174
US-10598458-B1,5687.266666666666
US-10598462-B2,11233.25
US-10598463-B2,9709.0
US-10600209-B2,6884.5
US-10603559-B1,
US-10605548-B1,
US-10605549-B2,12930.166666666666
US-10605550-B1,12814.260869565218
US-10605557-B2,11101.0
US-10605558-B1,6375.384615384615
US-10605561-B2,
US-10605563-B2,13111.0
US-10605565-B1,17075.625
US-10605566-B1,
US-10605567-B1,12101.32
US-10605569-B2,
US-10605572-B1,9838.5
US-10605575-B2,6932.333333333333
US-10609856-B2,
US-10612123-B2,
US-10612189-B2,6205.266666666666
US-10612870-B2,6681.5
US-10612871-B2,16392.444444444445
US-10612872-B2,10465.7
US-10612873-B1,4092.2
US-10612874-B1,14462.875
US-10612875-B1,15751.75
US-10612876-B2,11108.5
US-10612877-B1,8180.666666666667
US-10612878-B1,6937.777777777777
US-10612880-B1,5271.0
US-10612887-B1,1135.75
US-10612889-B1,8981.0
US-10612891-B1,2026.5
US-10612892-B2,5717.6
US-10613040-B1,1624.0
US-10613304-B2,
US-10619320-B2,3677.3333333333335
US-10619956-B1,5600.0
US-10619959-B1,13058.5
US-10619961-B2,1071.0
US-10619962-B1,9505.363636363636
US-10619963-B2,11522.0
US-10619965-B1,12187.0
US-10619972-B1,4217.111111111111
US-10619977-B2,10479.0
US-10619985-B1,8160.6
US-10626343-B1,2286.2
US-10627177-B2,3420.2
US-10627178-B2,7670.833333333333
US-10627179-B1,12942.416666666666
US-10627180-B2,13276.666666666666
US-10627182-B2,8730.75
US-10627189-B2,14244.029702970298
US-10627190-B2,7946.75
US-10627191-B1,7515.666666666667
US-10627192-B1,7082.419354838709
US-10627198-B2,13153.0
US-10627503-B2,4612.363636363636
US-10627834-B2,
US-10629058-B1,7602.0
US-10631618-B2,12873.0
US-10633719-B1,8844.5
US-10634442-B2,9858.153846153846
US-10634445-B1,1523.6666666666667
US-10634447-B2,10923.088235294117
US-10634450-B1,2180.5
US-10634451-B1,12801.0
US-10634452-B1,3776.5
US-10634453-B1,1351.0
US-10634456-B1,7089.419354838709
US-10638816-B2,16380.0
US-10640726-B2,1344.0
US-10641562-B2,7224.0
US-10641568-B2,8764.0
US-10641569-B2,10781.4
US-10641571-B2,2534.0
US-10641572-B1,11152.75
US-10641573-B2,2132.6666666666665
US-10641575-B1,6821.5
US-10641579-B2,
US-10641582-B1,6340.833333333333
US-10641585-B2,1211.0
US-10642121-B2,4921.0
US-10645348-B2,5729.243902439024
US-10645920-B2,9194.5
US-10648753-B1,10270.166666666666
US-10648754-B2,7129.5
US-10648755-B1,11429.25
US-10648756-B2,10730.176470588236
US-10648757-B2,6750.545454545455
US-10648765-B2,7640.888888888889
US-10648768-B1,1099.0
US-10648769-B2,4939.0
US-10648771-B2,5527.666666666667
US-10648772-B2,12743.5
US-10648774-B2,6573.0
US-10648776-B2,1997.3333333333333
US-10648781-B1,8898.166666666666
US-10653193-B2,7623.0
US-10653201-B2,784.0
US-10655925-B2,4623.5
US-10655926-B2,3194.3333333333335
US-10655928-B2,11631.0
US-10655929-B2,
US-10655930-B2,13489.0
US-10655932-B2,8656.941176470587
US-10655933-B2,4261.25
US-10655934-B2,8564.5
US-10655937-B2,8949.92
US-10655938-B2,
US-10660326-B2,5786.846153846154
US-10663239-B2,10650.5
US-10663240-B2,3120.703703703704
US-10663241-B2,12673.5
US-10663255-B2,9853.083333333334
US-10663258-B2,
US-10663259-B2,
US-10663260-B2,9177.0
US-10663261-B2,4616.5
US-10663262-B2,7289.8
US-10663266-B2,6047.192307692308
US-10663713-B2,1526.0
US-10667529-B2,
US-10667569-B2,
US-10670356-B2,12435.5
US-10670357-B2,7788.878787878788
US-10670359-B2,8834.777777777777
US-10670360-B2,7317.333333333333
US-10670361-B2,10347.4
US-10670363-B2,6617.8
US-10670365-B2,7383.6
US-10670366-B2,12908.0
US-10670371-B2,9769.666666666666
US-10670372-B2,7967.0
US-10670373-B2,7059.5
US-10670687-B2,7140.0
US-10670696-B2,5313.0
US-10674804-B1,2670.5
US-10677547-B2,13919.9375
US-10677548-B2,5313.0
US-10677551-B2,10801.777777777777
US-10677552-B2,5187.7
US-10677553-B2,8438.0
US-10677554-B2,9132.78947368421
US-10677555-B2,8211.7
US-10677561-B2,
US-10677562-B2,5488.0
US-10680720-B2,
US-10683092-B2,14434.0
US-10684084-B2,3269.0
US-10684085-B2,4453.75
US-10684086-B2,
US-10684088-B2,4193.0
US-10684089-B2,2665.25
US-10684090-B2,7429.333333333333
US-10684093-B2,2431.625
US-10684099-B2,14434.0
US-10687524-B2,7850.5
US-10689109-B2,3311.0
US-10689112-B2,1799.0
US-10690425-B2,4630.5
US-10690430-B2,10368.4
US-10690431-B2,1050.0
US-10690432-B2,9467.0625
US-10690433-B2,9942.479166666666
US-10690434-B1,10530.470588235294
US-10690440-B2,16070.04
US-10690442-B2,9004.692307692309
US-10690444-B2,9576.0
US-10690446-B2,6347.6
US-10690449-B2,3922.3333333333335
US-10690466-B2,
US-10697720-B2,11702.833333333334
US-10697721-B2,2435.125
US-10697724-B2,15292.2
US-10697725-B2,7072.8
US-10697726-B2,9530.15
US-10697730-B2,13818.0
US-10697731-B2,9379.0
US-10697732-B2,5807.0
US-10697733-B1,
US-10697735-B2,
US-10697740-B2,
US-10698229-B2,6125.0
US-10699585-B2,
US-10702786-B2,7885.5
US-10704849-B2,16653.0
US-10704853-B2,
US-10704859-B2,9407.695652173914
US-10704862-B2,1960.0
US-10704864-B1,9328.666666666666
US-10704866-B2,1850.8
US-10704874-B2,11662.0
US-10709188-B2,
US-10711375-B2,7010.5
US-10712108-B2,2390.5
US-10712114-B2,10312.4
US-10712123-B2,5824.47572815534
US-10712125-B2,10675.0
US-10713967-B2,1305.5
US-10714221-B2,
US-10716342-B2,2684.5
US-10718580-B2,16310.0
US-10718581-B2,9523.818181818182
US-10718582-B2,15974.0
US-10718585-B2,4295.666666666667
US-10718595-B2,
US-10722474-B2,
US-10723275-B2,5826.333333333333
US-10724812-B2,1696.3333333333333
US-10724814-B2,4564.0
US-10724816-B2,6693.105263157895
US-10724817-B2,3056.923076923077
US-10724825-B2,252.0
US-10724827-B2,966.0
US-10724828-B2,9873.791666666666
US-10724832-B2,10304.0
US-10724834-B2,15771.0
US-10724837-B2,7028.0
US-10725370-B2,
US-10725559-B2,
US-10729102-B2,2390.5
US-10731938-B2,6700.105263157895
US-10731939-B2,8274.0
US-10731940-B2,6168.4
US-10731945-B2,14502.25
US-10731948-B2,11703.333333333334
US-10731949-B2,7147.0
US-10739090-B2,5334.0
US-10739091-B2,12019.35
US-10739092-B2,7085.166666666667
US-10739093-B2,8723.75
US-10739098-B2,12908.0
US-10739099-B2,8318.8
US-10739101-B2,1351.0
US-10739107-B2,7692.125
US-10739111-B2,1288.0
US-10739451-B1,6440.0
US-10744023-B2,
US-10746485-B2,10562.0
US-10746491-B2,10865.473684210527
US-10746492-B2,10274.6
US-10746505-B2,3307.5
US-10746506-B2,7574.0
US-10746507-B2,5537.0
US-10746508-B2,3717.0
US-10746512-B2,
US-10753693-B2,13853.0
US-10753694-B2,18870.352941176472
US-10753695-B2,7147.933333333333
US-10753698-B2,7049.0
US-10753699-B2,8467.2
US-10753703-B2,
US-10753707-B2,10932.40909090909
US-10753708-B2,4431.0
US-10753710-B2,3620.4
US-10754240-B2,11501.0
US-10760861-B2,6144.090909090909
US-10760862-B2,16170.0
US-10760866-B2,3907.0
US-10760874-B2,6184.5
US-10761607-B2,
US-10762800-B2,11373.6
US-10767944-B2,14819.0
US-10767946-B2,10331.5
US-10767948-B2,10331.5
US-10767949-B2,11887.75
US-10767950-B2,8230.055555555555
US-10767951-B2,3535.0
US-10767955-B2,2296.0
US-10767961-B2,1915.6666666666667
US-10767962-B2,2139.9
US-10768299-B2,4476.5
US-10768624-B2,763.0
US-10773488-B2,3444.0
US-10775124-B2,11746.0
US-10775132-B2,
US-10775137-B2,7308.0
US-10775143-B2,4901.75
US-10780336-B2,1246.0
US-10782080-B1,10852.0
US-10782086-B1,9555.0
US-10782092-B2,9363.666666666666
US-10782094-B2,7518.0
US-10782095-B2,406.0
US-10782099-B2,5793.0
US-10782100-B2,4681.0
US-10782101-B2,4921.0
US-10782102-B1,9824.5
US-10782112-B2,9709.0
US-10782113-B2,11249.0
US-10783674-B2,560.0
US-10783675-B2,
US-10788276-B2,13719.5
US-10788278-B2,8092.0
US-10788280-B2,763.0
US-10788281-B2,12814.421052631578
US-10788283-B2,3004.75
US-10788284-B1,21122.39393939394
US-10788285-B2,3950.3333333333335
US-10788286-B2,5412.166666666667
US-10788289-B1,
US-10788290-B2,3282.2631578947367
US-10788292-B2,11127.666666666666
US-10788293-B2,11387.833333333334
US-10788296-B2,
US-10788610-B2,553.0
US-10788647-B2,8652.0
US-10789729-B2,
US-10791830-B2,13867.0
US-10794645-B2,3836.0
US-10794647-B2,7820.0
US-10794649-B2,39431.0
US-10794652-B2,4797.0
US-10794653-B2,3140.2
US-10794656-B2,6079.5
US-10794657-B2,10295.25
US-10794659-B2,1876.0
US-10794660-B2,5108.25
US-10794663-B2,4571.0
US-10794664-B1,5988.5
US-10794666-B2,6755.0
US-10795010-B2,6709.7692307692305
US-10797461-B2,
US-10798977-B1,4358.666666666667
US-10800546-B2,5055.166666666667
US-10801792-B2,6594.0
US-10801794-B2,5822.727272727273
US-10801798-B2,15750.0
US-10801800-B1,7504.7
US-10801810-B2,17491.6
US-10801811-B2,
US-10801813-B2,5890.243902439024
US-10801814-B2,2306.5
US-10801816-B2,
US-10803375-B2,525.0
US-10808880-B1,5698.0
US-10809027-B2,12621.0
US-10809029-B1,9497.833333333334
US-10809030-B2,14109.9
US-10809031-B2,11685.0
US-10809032-B1,3878.875
US-10809033-B2,13497.891891891892
US-10809037-B2,8034.666666666667
US-10809038-B2,2129.1666666666665
US-10809039-B2,441.0
US-10809064-B2,
US-10815015-B2,
US-10816020-B2,11189.5
US-10816183-B2,7320.6
US-10816287-B1,21889.0
US-10816288-B1,8677.666666666666
US-10816291-B1,5279.0
US-10816295-B1,
US-10816297-B1,1232.0
US-10816298-B1,11617.666666666666
US-10816300-B2,14009.935483870968
US-10816301-B1,3479.0
US-10816305-B1,11260.375
US-10816306-B2,
US-10816307-B2,
US-10816308-B2,7710.5
US-10816309-B2,2957.5
US-10820655-B2,7385.0
US-10821317-B2,8650.0
US-10823517-B1,9214.545454545454
US-10823518-B1,17267.833333333332
US-10823519-B1,6757.333333333333
US-10823521-B2,7835.8
US-10823522-B2,8731.0
US-10823523-B1,12992.875
US-10823524-B2,12988.5
US-10823529-B1,11088.0
US-10823530-B1,5331.666666666667
US-10823532-B2,11278.537878787878
US-10823534-B1,2212.0
US-10823535-B2,4725.0
US-10823536-B1,4502.4
US-10823611-B2,
US-10824171-B2,
US-10830546-B2,6863.0
US-10830548-B2,10118.5
US-10830549-B1,15018.5
US-10830551-B2,6432.72
US-10830552-B1,4550.0
US-10830557-B2,14651.0
US-10830558-B2,14101.5
US-10830560-B2,3264.8
US-10830561-B2,2924.3846153846152
US-10830562-B2,
US-10830563-B2,3490.2
US-10832824-B2,
US-10834916-B2,
US-10835795-B1,9618.0
US-10837723-B2,
US-10837724-B2,12391.944444444445
US-10837726-B2,4417.0
US-10837728-B2,4737.894736842105
US-10837729-B1,735.0
US-10837730-B1,10691.333333333334
US-10837734-B2,6685.0
US-10837735-B2,3979.5
US-10837737-B1,3998.2727272727275
US-10837738-B1,4013.3333333333335
US-10839566-B2,616.0
US-10845138-B2,3795.75
US-10845141-B2,12444.25
US-10845142-B2,7730.1
US-10845144-B1,6524.0
US-10845145-B1,7218.75
US-10845150-B1,7870.333333333333
US-10845151-B2,10626.538461538461
US-10845152-B2,9087.75
US-10845156-B1,6176.8
US-10845158-B2,1725.5
US-10845167-B2,12406.21052631579
US-10845168-B1,10998.0
US-10846890-B2,
US-10846891-B2,
US-10850186-B2,
US-10850207-B2,
US-10852082-B1,7481.25
US-10852085-B2,14875.7
US-10852086-B1,4254.6
US-10852087-B1,3698.3333333333335
US-10852089-B1,5195.75
US-10852090-B2,
US-10852091-B1,6165.0
US-10852092-B1,9073.166666666666
US-10852093-B2,12082.31111111111
US-10852094-B2,12144.08695652174
US-10852099-B2,6666.45
US-10852100-B2,
US-10852103-B2,6300.875
US-10852104-B2,8305.5
US-10852205-B2,8562.333333333334
US-10854019-B1,
US-10858715-B2,7476.0
US-10859332-B2,
US-10859333-B2,7600.25
US-10859334-B2,6671.0
US-10859335-B2,10302.333333333334
US-10859343-B1,4970.0
US-10859344-B1,5226.666666666667
US-10859345-B2,
US-10859346-B2,6660.5
US-10859348-B1,
US-10859356-B1,
US-10859358-B1,7326.2
US-10863810-B1,
US-10864449-B2,9765.0
US-10865458-B2,
US-10866041-B2,11060.0
US-10866042-B1,4882.5
US-10866048-B2,6790.0
US-10866051-B2,2867.6666666666665
US-10866052-B2,10353.0
US-10866054-B2,5348.194444444444
US-10866059-B2,19040.0
US-10866061-B2,8163.571428571428
US-10866062-B1,
US-10866063-B2,6294.75
US-10866065-B2,5747.0
US-10866067-B2,9653.0
US-10867258-B2,
US-10869513-B2,8499.615384615385
US-10870191-B1,4469.111111111111
US-10871336-B1,11984.0
US-10871337-B1,9643.666666666666
US-10871338-B2,12312.16
US-10871340-B2,
US-10871341-B2,
US-10871342-B2,8218.0
US-10871345-B2,16345.583333333334
US-10871346-B1,4469.111111111111
US-10871347-B1,11609.5
US-10871350-B1,12315.333333333334
US-10871351-B2,7285.894736842105
US-10871352-B2,
US-10871353-B2,7112.0
US-10876805-B1,22085.0
US-10876810-B1,5156.307692307692
US-10876814-B1,2114.0
US-10876815-B1,3860.5
US-10876819-B2,10046.75
US-10876820-B2,4361.0
US-10877142-B2,13741.0
US-10877373-B2,6055.0
US-10882597-B2,1974.0
US-10883781-B2,10409.194444444445
US-10883782-B2,3288.8333333333335
US-10883784-B1,6387.181818181818
US-10883785-B1,7937.125
US-10883787-B2,4934.666666666667
US-10883788-B2,7392.0
US-10883790-B2,10926.176470588236
US-10883795-B2,7563.5
US-10883796-B2,7726.444444444444
US-10883798-B1,6700.75
US-10883800-B2,10353.0
US-10883802-B2,4337.666666666667
US-10883803-B2,4337.666666666667
US-10883804-B2,7035.0
US-10887698-B2,6133.909090909091
US-10888178-B2,350.0
US-10889877-B2,
US-10890391-B1,689.5
US-10890392-B1,13913.2
US-10890393-B1,13217.0
US-10890395-B2,3859.625
US-10890397-B2,10728.666666666666
US-10890398-B2,8547.0
US-10890400-B2,8862.0
US-10890401-B2,4005.75
US-10890402-B2,6446.166666666667
US-10890403-B2,12200.3
US-10890404-B2,9961.0
US-10890405-B1,8323.0
US-10890406-B1,10072.0
US-10890407-B1,5587.4
US-10890413-B2,4193.0
US-10890417-B2,7533.4
US-10893708-B1,7241.5
US-10893741-B1,5404.0
US-10895424-B2,20323.8
US-10895426-B2,1866.6666666666667
US-10895427-B2,10344.333333333334
US-10895429-B2,8134.0
US-10895433-B2,11273.578947368422
US-10895434-B2,11774.39837398374
US-10895435-B2,7119.0
US-10895436-B2,4820.666666666667
US-10896597-B1,4571.0
US-10897971-B2,815.5
US-10898824-B1,
US-10900730-B1,4327.448275862069
US-10900732-B2,9298.770833333334
US-10900734-B2,6196.615384615385
US-10900741-B2,6101.293333333333
US-10900744-B1,9507.882352941177
US-10900749-B2,8651.461538461539
US-10900750-B1,7661.5
US-10900751-B1,
US-10900754-B1,14581.0
US-10901079-B2,3962.0
US-10905941-B2,9333.333333333334
US-10907915-B2,12569.666666666666
US-10907918-B2,11209.0
US-10907921-B1,14619.5
US-10907922-B2,5109.363636363636
US-10907930-B2,24685.5
US-10907931-B2,14322.0
US-10907933-B1,10061.048780487805
US-10907935-B2,8337.0
US-10907936-B2,6434.0
US-10907937-B1,2079.0
US-10907940-B1,6500.76
US-10911712-B2,9537.888888888889
US-10914534-B2,
US-10914542-B2,10762.5
US-10914543-B2,10762.5
US-10914548-B2,5330.606060606061
US-10914549-B1,2509.5
US-10914550-B1,11777.0
US-10914553-B2,8826.631578947368
US-10914554-B2,616.0
US-10914555-B2,
US-10918218-B1,8228.5
US-10921073-B2,11645.307692307691
US-10921074-B2,9558.29411764706
US-10921075-B2,10218.108108108108
US-10921076-B1,10271.625
US-10921078-B2,16737.720588235294
US-10921079-B1,7345.8
US-10921081-B2,7642.0
US-10921082-B2,
US-10921090-B2,5703.6
US-10921091-B2,4879.0
US-10921092-B2,5738.6
US-10921093-B2,3311.0
US-10921097-B1,9695.0
US-10922992-B2,4448.5
US-10928146-B2,10283.7
US-10928147-B2,6344.333333333333
US-10928148-B2,10641.206896551725
US-10928150-B2,11270.823529411764
US-10928159-B2,
US-10928160-B1,5999.0
US-10928161-B2,10334.333333333334
US-10928162-B2,
US-10928165-B2,8914.5
US-10928415-B2,9020.454545454546
US-10935335-B2,11235.7
US-10935336-B2,11730.0
US-10935337-B2,5894.0
US-10935339-B2,
US-10935342-B2,3414.25
US-10935346-B2,3745.0
US-10935347-B2,10180.0
US-10935353-B2,7079.333333333333
US-10935642-B2,10383.333333333334
US-10935991-B2,11581.5
US-10939713-B2,6652.5
US-10940570-B2,
US-10941993-B2,7630.954545454545
US-10941997-B2,4587.333333333333
US-10942000-B2,4581.5
US-10942004-B2,4669.875
US-10942005-B2,11338.25
US-10942008-B2,3227.0
US-10942013-B2,6377.0
US-10948262-B2,8956.181818181818
US-10948263-B2,8180.333333333333
US-10948266-B2,4615.333333333333
US-10948268-B2,10682.0
US-10948270-B2,11094.125
US-10950111-B2,6349.0
US-10951865-B2,2765.0
US-10955206-B2,14106.0
US-10955217-B2,5757.5
US-10955221-B2,11922.75
US-10955539-B2,
US-10956803-B2,
US-10961635-B2,1855.0
US-10962313-B2,7687.75
US-10962314-B2,5340.073529411765
US-10962315-B2,9434.782608695652
US-10962316-B2,7222.6
US-10962317-B2,7222.6
US-10962328-B2,10784.772727272728
US-10962330-B2,2401.0
US-10962331-B2,6402.666666666667
US-10962332-B2,11144.0
US-10962775-B2,
US-10962990-B2,9059.5
US-10967239-B2,
US-10969186-B2,4942.7
US-10969187-B2,7706.125
US-10969190-B2,10837.4
US-10969198-B2,6074.25
US-10969199-B2,
US-10969202-B2,8005.666666666667
US-10974812-B1,6279.0
US-10976124-B2,10505.666666666666
US-10976126-B2,6079.5
US-10976128-B2,6685.0
US-10976132-B2,8194.666666666666
US-10976133-B2,
US-10977870-B2,
US-10982916-B1,3276.0
US-10982922-B2,6198.5
US-10982923-B2,1022.0
US-10982925-B2,12933.666666666666
US-10982927-B2,
US-10982928-B2,7484.527272727273
US-10982929-B2,7189.0
US-10982931-B2,1708.0
US-10989312-B2,
US-10989488-B2,9497.133333333333
US-10989489-B2,8806.0
US-10989495-B2,12405.866666666667
US-10989498-B2,6358.333333333333
US-10989499-B2,2310.0
US-10989502-B2,5570.384615384615
US-10991131-B2,
US-10996010-B2,8249.5
US-10996011-B2,6880.3
US-10996012-B2,3994.6666666666665
US-10996015-B2,9180.70588235294
US-10996021-B2,10157.0
US-10996023-B2,2753.625
US-10996024-B2,9909.298245614034
US-10996025-B2,9325.75
US-10996028-B2,8014.5625
US-10996104-B2,10477.25
US-10997751-B2,760.6666666666666
US-11001228-B2,5145.0
US-11001381-B2,6814.5
US-11001435-B2,12150.25
US-11002500-B2,12644.692307692309
US-11002502-B2,13661.666666666666
US-11002510-B2,16855.222222222223
US-11002515-B2,11686.5
US-11002523-B2,
US-11006104-B2,
US-11006625-B2,9565.5
US-11009305-B2,9203.25
US-11009306-B2,12650.261029411764
US-11009308-B2,10348.333333333334
US-11009316-B2,4641.0
US-11009965-B2,12085.5
US-11015888-B2,10235.5
US-11015890-B2,5273.222222222223
US-11015891-B2,10421.833333333334
US-11015893-B2,11858.0
US-11015895-B2,9726.5
US-11015898-B2,8421.25925925926
US-11015905-B2,9599.625
US-11022289-B2,6181.0
US-11022386-B2,11865.965517241379
US-11022389-B2,
US-11022391-B2,12467.0
US-11022392-B2,6699.0
US-11022393-B2,8930.833333333334
US-11022395-B1,12656.875
US-11022396-B2,8605.545454545454
US-11022397-B2,12187.0
US-11026468-B2,763.0
US-11027501-B2,6716.733333333334
US-11027839-B2,
US-11028635-B2,8210.416666666666
US-11028636-B2,8507.21052631579
US-11029104-B2,12904.5
US-11029106-B2,20573.0
US-11029107-B2,8240.235294117647
US-11029109-B2,13618.5
US-11029110-B2,9722.0
US-11029111-B2,8536.666666666666
US-11029117-B2,10668.0
US-11029122-B2,8769.333333333334
US-11029125-B2,9722.0
US-11029127-B2,7049.0
US-11035631-B2,11005.0
US-11035636-B2,11748.767441860466
US-11035637-B2,6789.275862068966
US-11035644-B2,17141.25
US-11035649-B2,6135.5
US-11035929-B2,5050.294117647059
US-11041684-B1,8673.0
US-11041685-B2,
US-11041688-B2,3270.75
US-11041692-B1,9929.0625
US-11041693-B2,7725.666666666667
US-11041694-B1,8867.0
US-11041695-B2,8519.0
US-11042740-B2,
US-11047634-B2,15626.8
US-11047638-B1,5600.0
US-11047640-B1,14987.0
US-11047642-B2,8291.5
US-11047645-B2,10803.333333333334
US-11047646-B2,6188.0
US-11047648-B2,5993.75
US-11047649-B2,7106.0
US-11047653-B1,14119.0
US-11049378-B2,4686.5
US-11054200-B1,1474.2
US-11054202-B1,9943.818181818182
US-11054203-B2,12432.0
US-11054205-B1,13401.5
US-11054206-B2,14608.222222222223
US-11054208-B2,4980.111111111111
US-11054209-B2,1814.75
US-11054213-B2,11158.0
US-11054215-B2,8381.566666666668
US-11054216-B1,10311.0
US-11054218-B2,3598.0
US-11054222-B2,3252.6666666666665
US-11058104-B1,9887.5
US-11059108-B1,980.0
US-11059624-B2,
US-11060807-B2,2046.3333333333333
US-11060811-B2,10117.333333333334
US-11060812-B2,
US-11060813-B2,
US-11060815-B1,3498.25
US-11060816-B2,2607.266666666667
US-11060819-B2,11075.90909090909
US-11060823-B1,4817.75
US-11061107-B1,6034.0
US-11064771-B1,1064.0
US-11064796-B1,8684.2
US-11067348-B1,
US-11067350-B1,6979.0
US-11067360-B1,1064.0
US-11067362-B1,13272.0
US-11067363-B2,3563.0
US-11067364-B1,15480.5
US-11067366-B2,8906.333333333334
US-11067367-B2,4816.0
US-11069227-B1,8302.0
US-11069254-B2,13615.0
US-11072967-B2,4775.4
US-11073350-B2,4149.6
US-11073352-B1,7101.5
US-11073353-B2,12453.0
US-11073354-B1,12589.5
US-11073362-B1,1207.5
US-11073365-B2,2254.0
US-11073420-B2,
US-11075016-B2,
US-11076590-B2,
US-11077353-B1,10629.5
US-11078687-B2,5538.0
US-11079188-B2,13503.0
US-11079191-B1,3133.6666666666665
US-11079192-B2,13170.0
US-11079193-B1,8603.0
US-11079194-B1,13795.833333333334
US-11079197-B1,6003.666666666667
US-11079199-B1,8312.0625
US-11079200-B2,11508.0
US-11079201-B2,5859.0
US-11079202-B2,5963.837209302325
US-11080978-B1,
US-11084605-B2,16751.0
US-11085585-B2,8722.0
US-11085714-B2,7044.0
US-11085715-B2,1918.0
US-11085716-B2,
US-11085717-B1,4219.5
US-11085719-B2,8766.333333333334
US-11085720-B2,1001.0
US-11085722-B2,13741.0
US-11085723-B2,4629.625
US-11085731-B2,7570.5
US-11085733-B2,1813.0
US-11085734-B1,20563.5
US-11092396-B1,1561.0
US-11092397-B2,10058.125
US-11092400-B2,10889.2
US-11092401-B2,2884.0
US-11092402-B2,3903.6666666666665
US-11092404-B2,15624.0
US-11092406-B1,10673.0
US-11092407-B2,6919.5
US-11092408-B2,6468.0
US-11092409-B1,
US-11092437-B1,9771.09677419355
US-11093757-B2,
US-11098390-B1,4060.0
US-11098968-B1,9510.666666666666
US-11098970-B2,10749.666666666666
US-11098975-B2,4381.5625
US-11098978-B2,7237.0
US-11098979-B2,6414.0
US-11098982-B2,
US-11098984-B2,
US-11098989-B2,8043.0
US-11105570-B2,7354.307692307692
US-11105572-B1,7745.5
US-11105573-B2,21651.0
US-11105574-B1,15503.6
US-11105575-B1,3520.222222222222
US-11105576-B2,12103.0
US-11105577-B1,9580.78947368421
US-11105578-B1,14891.333333333334
US-11105582-B1,9476.6
US-11105587-B2,9669.961538461539
US-11105588-B2,5748.4
US-11105589-B1,5236.0
US-11105590-B2,5024.0
US-11112193-B2,4540.307692307692
US-11112195-B2,18915.166666666668
US-11112196-B2,11120.772727272728
US-11112198-B2,13035.4
US-11112199-B2,4436.0
US-11112203-B2,5565.0
US-11112208-B1,1659.0
US-11112209-B2,2058.875
US-11112210-B2,7343.0
US-11112211-B1,4830.0
US-11112212-B2,8667.4
US-11112214-B2,3360.0
US-11112216-B1,11919.0
US-11112217-B1,6763.866666666667
US-11112422-B2,3598.0
US-11112787-B2,
US-11117199-B1,
US-11118851-B2,5729.5
US-11118852-B2,8150.1
US-11118853-B2,2842.0
US-11118854-B2,10606.458333333334
US-11118855-B2,12821.0
US-11118856-B2,5246.5
US-11118857-B2,23369.5
US-11118859-B1,3075.8
US-11118861-B2,9275.538461538461
US-11118862-B1,10583.0
US-11118863-B2,5362.0
US-11118865-B2,2023.0
US-11118866-B2,6832.0
US-11118870-B1,1256.5
US-11118872-B2,2298.3333333333335
US-11118885-B2,6833.272727272727
US-11119512-B2,8346.625
US-11124630-B2,
US-11125516-B2,11674.25
US-11125517-B2,7436.0
US-11125518-B1,11396.0
US-11125520-B2,2142.0
US-11125521-B2,2357.25
US-11125523-B2,1165.5
US-11125524-B2,3419.0860215053763
US-11125525-B2,9404.181818181818
US-11125529-B2,7364.368421052632
US-11125531-B2,
US-11125532-B2,3419.5
US-11125533-B1,10458.0
US-11125535-B2,
US-11125536-B2,3122.0
US-11125543-B1,5114.666666666667
US-11125562-B2,
US-11127172-B2,3288.25
US-11128712-B2,
US-11129419-B2,
US-11129466-B1,1842.75
US-11131515-B2,3610.703703703704
US-11131517-B2,9018.8
US-11131519-B2,2364.25
US-11131521-B2,9966.25
US-11131522-B2,5490.648648648648
US-11131525-B2,6310.6
US-11131526-B2,6443.111111111111
US-11131549-B2,
US-11132915-B1,
US-11133021-B2,
US-11137221-B2,2041.2
