child_guid,avg_span
US-10161707-B2,6145.5625
US-10161709-B1,6598.789473684211
US-10161712-B2,10079.695652173914
US-10161713-B1,10677.8
US-10161714-B1,12862.5
US-10161716-B2,
US-10161717-B2,7700.0
US-10161718-B2,13111.0
US-10161719-B2,8825.25
US-10161729-B1,
US-10162147-B2,7572.833333333333
US-10162168-B2,4235.0
US-10168117-B2,8149.615384615385
US-10168118-B2,21021.0
US-10168121-B2,12985.0
US-10168123-B2,9023.0
US-10168124-B2,1246.0
US-10172448-B2,3131.8
US-10173791-B2,12845.0
US-10175012-B2,14087.181818181818
US-10175015-B2,9223.925925925925
US-10175027-B2,3855.8333333333335
US-10175029-B2,13909.0
US-10175030-B2,3531.5
US-10175032-B2,7763.0
US-10175034-B1,
US-10176673-B2,
US-10180030-B2,11286.545454545454
US-10180296-B2,9867.2
US-10180299-B2,13620.833333333334
US-10180300-B2,10584.0
US-10180301-B2,17936.333333333332
US-10180302-B2,1589.0
US-10180303-B2,8667.75
US-10180304-B2,
US-10180307-B2,13762.875
US-10180568-B2,6606.6
US-10182606-B2,7474.25
US-10183361-B2,16007.923076923076
US-10183898-B2,
US-10184736-B2,7829.0
US-10184739-B2,9188.2
US-10184740-B1,9701.3
US-10184743-B2,14162.4
US-10184744-B2,4111.1875
US-10184752-B2,2574.6
US-10184753-B2,1900.5
US-10184755-B2,9081.153846153846
US-10184758-B2,10076.5
US-10190834-B2,2637.703703703704
US-10190835-B2,5775.777777777777
US-10190836-B2,13713.0
US-10190838-B2,476.0
US-10190839-B1,8939.0
US-10191136-B2,6097.0
US-10191256-B2,616.0
US-10192454-B2,
US-10192665-B2,490.0
US-10195518-B2,7873.0
US-10197347-B2,
US-10197362-B1,6940.5
US-10198079-B2,8062.25
US-10201220-B2,11427.5
US-10202209-B2,11501.0
US-10203172-B2,16013.307692307691
US-10203173-B2,9768.181818181818
US-10203175-B2,13293.0
US-10203177-B2,11151.0
US-10203414-B2,8725.5
US-10206499-B2,4189.5
US-10207375-B2,
US-10209020-B2,9282.0
US-10209024-B2,13640.666666666666
US-10209029-B2,7924.0
US-10209030-B2,7588.7892156862745
US-10209039-B2,
US-10209362-B2,5367.25
US-10213008-B2,5884.666666666667
US-10213029-B1,
US-10213703-B2,11011.0
US-10215513-B2,7910.5
US-10215514-B2,18291.0
US-10215516-B2,11786.405063291139
US-10215517-B2,1855.0
US-10215527-B2,3736.5
US-10215533-B2,8986.25
US-10215535-B2,4305.0
US-10215540-B2,3510.5
US-10215542-B2,6650.0
US-10218921-B2,
US-10222150-B2,7518.0
US-10222154-B1,15837.5
US-10222155-B2,11793.405063291139
US-10222156-B2,14781.5
US-10222157-B2,15099.0
US-10222158-B2,1005.2
US-10222165-B2,7043.0
US-10222170-B2,
US-10222173-B2,11929.75
US-10222175-B2,10804.208333333334
US-10222178-B1,10480.555555555555
US-10222180-B2,
US-10222627-B2,
US-10226697-B2,3188.5
US-10228201-B2,3988.5263157894738
US-10228205-B2,2114.0
US-10228206-B2,11701.375
US-10228207-B2,4735.5
US-10228208-B2,10053.575
US-10228209-B2,8932.0
US-10228210-B2,1248.3333333333333
US-10228213-B1,8400.454545454546
US-10228216-B2,10407.0
US-10228217-B2,8222.941176470587
US-10228218-B2,10701.25
US-10228219-B2,7362.6
US-10230919-B2,
US-10233687-B2,7695.210526315789
US-10234220-B2,11008.2
US-10234221-B2,12132.105263157895
US-10234222-B2,10561.6
US-10234223-B2,11471.6
US-10234225-B2,13594.0
US-10234227-B2,12985.0
US-10234231-B2,9537.5
US-10234234-B2,8878.333333333334
US-10234241-B2,7196.0
US-10234242-B2,
US-10234244-B2,8801.625
US-10234245-B2,1116.5
US-10234252-B2,10104.5
US-10236088-B2,8670.666666666666
US-10239170-B2,
US-10240878-B1,11635.96
US-10240891-B2,3094.0
US-10240893-B2,9337.416666666666
US-10240899-B2,10833.375
US-10244812-B2,3766.0
US-10245807-B2,6804.0
US-10247496-B2,6224.166666666667
US-10247497-B2,9772.0
US-10247498-B2,16077.923076923076
US-10247501-B2,8510.6
US-10247503-B2,6456.24
US-10247513-B1,10868.052631578947
US-10247517-B2,
US-10247519-B2,
US-10247521-B2,8662.5
US-10247527-B2,8827.0
US-10247649-B2,14196.0
US-10249151-B2,
US-10251440-B1,3773.0
US-10252349-B2,8323.0
US-10254058-B2,2170.0
US-10254062-B2,4862.2
US-10254065-B2,8237.09090909091
US-10254068-B2,6951.0
US-10254069-B2,8589.0
US-10254070-B2,12637.1
US-10254071-B2,9048.0
US-10254077-B2,7463.75
US-10254080-B2,16333.153846153846
US-10254082-B2,11387.366666666667
US-10254085-B2,5223.555555555556
US-10260827-B2,11235.0
US-10260831-B2,7084.0
US-10260832-B2,8656.666666666666
US-10260835-B2,6074.12037037037
US-10260836-B1,9296.0
US-10260845-B2,8505.875
US-10266718-B2,
US-10267587-B2,7012.444444444444
US-10267594-B2,5315.692307692308
US-10267595-B2,3983.777777777778
US-10267597-B2,5075.0
US-10271022-B2,
US-10272324-B2,
US-10274277-B2,10964.916666666666
US-10274280-B2,10773.0
US-10274281-B2,10773.0
US-10274284-B2,7975.333333333333
US-10274285-B2,8956.0
US-10274286-B2,2767.3333333333335
US-10274290-B2,2184.0
US-10274600-B2,2102.3333333333335
US-10279381-B1,11030.0
US-10280579-B2,3334.3333333333335
US-10281225-B2,11495.75
US-10281227-B1,
US-10281228-B1,7581.0
US-10281235-B1,10996.222222222223
US-10281241-B2,5313.0
US-10281254-B2,
US-10281551-B2,8646.75
US-10281570-B2,7444.315789473684
US-10282656-B2,
US-10288369-B2,9046.333333333334
US-10288370-B2,
US-10288371-B2,9829.05
US-10288372-B2,5345.666666666667
US-10288373-B1,8381.333333333334
US-10288374-B1,5537.0
US-10288376-B2,721.0
US-10288377-B2,20162.333333333332
US-10288378-B2,19651.333333333332
US-10288379-B2,5869.181818181818
US-10288380-B1,5124.0
US-10288381-B1,5635.0
US-10288382-B1,18774.0
US-10288383-B2,6734.0
US-10288384-B2,1444.8
US-10295288-B2,9836.05
US-10295291-B2,10682.0
US-10295292-B2,3071.25
US-10295304-B1,7246.354838709677
US-10295305-B2,5937.4
US-10295307-B2,11369.129032258064
US-10295308-B2,7035.0
US-10295311-B1,3145.3333333333335
US-10299571-B2,3269.0
US-10301223-B2,3752.0
US-10301232-B2,
US-10302380-B2,12872.222222222223
US-10302382-B1,10536.75
US-10302383-B2,9843.05
US-10302384-B1,11385.0
US-10302385-B2,
US-10302386-B2,2198.0
US-10302387-B2,13693.75
US-10302388-B1,973.0
US-10302391-B1,4186.0
US-10302394-B2,1957.2
US-10302395-B1,8907.92
US-10302396-B1,10500.0
US-10306971-B2,6244.0
US-10309736-B2,13942.0
US-10309737-B2,9775.76923076923
US-10309738-B1,11569.6
US-10309741-B2,1907.5
US-10309742-B1,3871.875
US-10309743-B2,10133.2
US-10309745-B2,14669.9
US-10309750-B2,
US-10309752-B1,5649.0
US-10310498-B2,
US-10314355-B1,5754.0
US-10317153-B2,8006.653846153846
US-10317154-B1,4829.0
US-10317155-B2,5266.333333333333
US-10317156-B2,10937.888888888889
US-10317157-B2,10317.588235294117
US-10317158-B2,4838.555555555556
US-10317159-B2,18394.25
US-10317161-B2,5315.625
US-10317165-B2,5121.8125
US-10317166-B1,7493.64
US-10317167-B2,19904.11111111111
US-10317172-B1,10634.75
US-10317174-B2,5360.6
US-10322355-B1,32837.0
US-10323891-B1,1701.0
US-10323893-B2,6032.833333333333
US-10323895-B2,11389.0
US-10323897-B1,8426.6
US-10323898-B1,8251.25
US-10323902-B2,7778.75
US-10323903-B2,525.0
US-10323904-B1,4088.0
US-10323905-B2,
US-10323906-B2,6436.5
US-10323907-B1,7355.833333333333
US-10323913-B2,8890.0
US-10323939-B1,
US-10324298-B1,2082.5
US-10330407-B2,9020.454545454546
US-10330413-B2,13558.3
US-10330414-B2,11298.0
US-10330415-B2,238.0
US-10330416-B2,13904.8
US-10330418-B2,6578.6
US-10330419-B1,3105.2
US-10330426-B2,11087.322580645161
US-10330434-B2,10299.333333333334
US-10330436-B2,5146.8421052631575
US-10330437-B2,12365.76923076923
US-10330439-B2,8453.666666666666
US-10330441-B2,8584.545454545454
US-10330443-B2,6607.75
US-10334911-B2,4788.0
US-10335841-B2,12719.0
US-10337811-B1,2534.0
US-10337812-B2,5183.5
US-10337814-B1,
US-10337816-B2,8414.0
US-10337818-B1,5022.5
US-10337819-B1,10976.0
US-10337820-B2,13414.0
US-10337821-B1,15095.5
US-10337822-B2,2334.5
US-10337825-B2,518.0
US-10337827-B1,19558.0
US-10337828-B2,15803.666666666666
US-10337832-B1,5834.733333333334
US-10337833-B2,
US-10337838-B1,7087.5
US-10338187-B2,6505.333333333333
US-10338213-B1,
US-10339438-B2,
US-10343044-B2,17143.0
US-10343258-B2,9027.375
US-10345063-B1,9213.4
US-10345067-B2,8779.75
US-10345069-B2,7090.125
US-10345070-B1,2177.0
US-10345074-B1,10924.038461538461
US-10345076-B2,6705.825
US-10345077-B1,7336.0
US-10345086-B1,13093.5
US-10345169-B2,8051.333333333333
US-10345587-B1,7336.0
US-10347149-B2,
US-10352638-B1,9538.375
US-10352639-B2,5813.181818181818
US-10352641-B2,8001.0
US-10352642-B1,294.0
US-10352643-B2,12628.0
US-10352645-B1,6919.5
US-10352646-B2,1211.0
US-10352650-B2,2919.0
US-10352651-B1,7049.7
US-10352655-B2,6004.6
US-10352657-B2,2544.5
US-10352658-B1,10238.666666666666
US-10352662-B2,11874.333333333334
US-10355349-B2,7646.1
US-10357710-B2,
US-10359244-B2,7444.0
US-10359245-B2,3010.0
US-10359247-B1,5341.0
US-10359248-B2,8477.0
US-10359249-B2,4633.3
US-10359250-B2,5859.636363636364
US-10359256-B2,6062.0
US-10359257-B2,
US-10359259-B2,6854.75
US-10362856-B2,7093.333333333333
US-10363477-B1,
US-10364004-B2,
US-10365055-B1,8183.875
US-10365058-B1,10473.75
US-10365061-B1,9637.444444444445
US-10365064-B2,6063.866666666667
US-10365065-B1,3872.75
US-10365068-B2,
US-10365069-B1,4873.147540983607
US-10369456-B1,9212.0
US-10371473-B1,6566.875
US-10371475-B2,16177.720588235294
US-10371476-B1,11975.384615384615
US-10371477-B1,16380.875
US-10371478-B2,1941.3333333333333
US-10371481-B2,9531.8125
US-10371483-B1,11105.5
US-10371484-B1,7059.5
US-10371485-B2,13965.875
US-10371486-B2,4920.3
US-10371487-B2,
US-10373751-B2,6639.5
US-10376933-B2,10230.0
US-10377031-B2,
US-10378268-B2,
US-10378697-B2,7322.0
US-10378838-B2,12355.0
US-10378839-B1,2961.0
US-10378840-B1,10192.0
US-10378841-B2,11403.0
US-10378842-B2,10201.882352941177
US-10378844-B2,6251.0
US-10378845-B2,
US-10378849-B1,5198.2
US-10378850-B1,13167.0
US-10378854-B2,18550.0
US-10378856-B2,5273.0
US-10378857-B2,7707.0
US-10378859-B2,8386.0
US-10378860-B2,5946.5
US-10378865-B1,10277.615384615385
US-10379135-B2,1717.0
US-10379428-B2,
US-10383377-B1,6119.75
US-10383449-B2,9609.526315789473
US-10384109-B2,11980.5
US-10384753-B2,8976.8
US-10386139-B1,
US-10386140-B2,9061.181818181818
US-10386142-B2,8144.0
US-10386143-B2,7036.75
US-10386144-B1,16652.0
US-10386147-B1,806.4
US-10386148-B1,11302.666666666666
US-10386149-B1,11606.0
US-10386153-B1,7295.75
US-10386154-B2,
US-10386156-B2,9051.0
US-10386157-B2,5072.9
US-10386158-B2,5663.0
US-10386159-B2,5558.0
US-10386160-B2,4282.0
US-10386841-B2,
US-10389928-B2,4288.2
US-10393456-B1,6386.8
US-10393458-B2,12549.6
US-10393459-B2,1701.0
US-10393461-B2,8030.166666666667
US-10393462-B2,1622.25
US-10393463-B1,3688.222222222222
US-10393466-B1,4354.0
US-10393467-B1,20219.5
US-10393475-B2,420.0
US-10393476-B2,5089.0
US-10393477-B1,9247.368421052632
US-10393479-B1,6707.75
US-10393480-B2,8163.75
US-10393489-B1,4440.8
US-10395497-B2,5815.25
US-10399503-B2,6846.0
US-10399674-B2,6841.8
US-10401103-B2,10326.90909090909
US-10401109-B2,7854.0
US-10401118-B2,4254.727272727273
US-10401122-B2,5509.47572815534
US-10401123-B2,8596.0
US-10401125-B2,5649.0
US-10401127-B2,9389.333333333334
US-10401497-B2,12327.0
US-10408570-B2,7480.666666666667
US-10408571-B2,14764.555555555555
US-10408573-B1,10156.125
US-10408574-B2,
US-10410378-B2,
US-10415905-B2,8630.34375
US-10415906-B2,14834.949367088608
US-10415911-B2,6006.0
US-10415917-B2,4222.4
US-10415926-B2,
US-10415928-B2,10637.2
US-10415929-B2,6567.4
US-10415934-B2,8691.625
US-10416191-B2,16716.0
US-10416669-B2,4819.5
US-10422055-B2,7414.75
US-10422595-B2,19950.0
US-10422598-B2,15928.5
US-10422601-B2,10079.313725490196
US-10422603-B2,12499.148148148148
US-10422604-B2,6365.625
US-10422607-B2,
US-10425540-B2,3311.0
US-10425569-B2,11074.0
US-10426156-B2,9156.0
US-10426273-B2,
US-10429143-B2,4855.2
US-10429144-B2,13329.75
US-10429146-B2,5756.333333333333
US-10429147-B2,10364.083333333334
US-10429148-B2,
US-10429151-B2,14066.181818181818
US-10429154-B2,2436.0
US-10429253-B2,4254.25
US-10435200-B2,15477.0
US-10436538-B2,7819.7892156862745
US-10436541-B2,6706.0
US-10436550-B2,9460.99173553719
US-10441004-B2,6839.0
US-10443964-B2,8249.5
US-10443965-B2,6690.6
US-10443971-B2,4389.0
US-10443972-B1,17065.333333333332
US-10443973-B2,
US-10443974-B2,7184.0
US-10443976-B2,14352.916666666666
US-10443977-B2,7647.5
US-10443978-B2,7185.111111111111
US-10443979-B2,5983.833333333333
US-10443980-B2,
US-10443981-B2,7161.0
US-10443982-B2,9310.0
US-10443984-B2,4969.0
US-10443985-B2,3181.5
US-10450089-B2,10405.95652173913
US-10451370-B2,
US-10451374-B2,4879.2692307692305
US-10451382-B2,6054.125
US-10451385-B2,11658.529411764706
US-10451386-B2,1919.75
US-10451387-B2,1919.75
US-10451786-B2,3341.3333333333335
US-10451888-B2,2685.0526315789475
US-10455829-B2,
US-10455878-B2,
US-10458731-B2,6682.307692307692
US-10458732-B2,10158.206896551725
US-10458733-B2,7077.0
US-10458735-B2,12538.64705882353
US-10458736-B2,231.0
US-10458738-B2,7644.0
US-10458739-B2,5999.446808510638
US-10458747-B2,7287.7
US-10458748-B2,9696.266666666666
US-10458750-B2,1404.6666666666667
US-10458753-B2,11590.366666666667
US-10458754-B2,4569.775
US-10459069-B2,7766.5
US-10464840-B2,
US-10465514-B2,
US-10465999-B2,4473.0
US-10466003-B2,2461.6666666666665
US-10466004-B2,13459.25
US-10466012-B2,6720.0
US-10469792-B2,9617.176470588236
US-10471340-B2,9287.25
US-10473265-B2,8631.0
US-10473423-B2,8111.384615384615
US-10473424-B2,7748.0
US-10473431-B2,13440.0
US-10473439-B2,4270.0
US-10474470-B2,
US-10477619-B2,5054.807692307692
US-10477858-B2,6511.272727272727
US-10480408-B2,
US-10480876-B2,9268.0
US-10480878-B2,6349.0
US-10480880-B2,9837.722222222223
US-10480881-B2,10139.5
US-10480884-B2,2979.48
US-10480887-B2,7038.5
US-10480888-B2,4726.2
US-10480889-B1,897.4
US-10480890-B2,17081.75
US-10480891-B2,6629.0
US-10480893-B2,4381.461538461538
US-10480897-B2,497.0
US-10480900-B2,6377.0
US-10480902-B2,301.0
US-10480903-B2,8607.666666666666
US-10480904-B2,12724.25
US-10480907-B2,6745.260869565217
US-10484625-B2,6832.0
US-10485218-B2,8368.5
US-10485643-B2,
US-10486077-B2,
US-10488127-B2,10438.0
US-10488128-B2,5448.333333333333
US-10488129-B2,6554.333333333333
US-10488130-B2,11520.384615384615
US-10488131-B2,7392.0
US-10488134-B2,6177.5
US-10488135-B2,7938.0
US-10488136-B2,15195.526315789473
US-10488138-B2,
US-10488141-B2,5764.5
US-10488142-B2,9451.4
US-10488145-B2,5751.666666666667
US-10488152-B1,12317.666666666666
US-10488153-B2,11618.366666666667
US-10488154-B2,11447.180327868853
US-10489932-B2,
US-10492568-B2,3283.0
US-10494856-B2,11789.555555555555
US-10495395-B1,7796.25
US-10495397-B2,392.0
US-10495398-B2,1533.0
US-10495408-B2,4123.0
US-10495413-B2,8351.0
US-10495418-B2,9998.625
US-10495424-B2,17085.6
US-10499045-B2,
US-10499693-B2,9047.818181818182
US-10502511-B2,12126.692307692309
US-10502513-B2,1817.8125
US-10502515-B2,13591.052631578947
US-10502528-B2,
US-10502531-B2,12943.0
US-10502951-B2,6766.2
US-10506868-B2,3220.0
US-10507392-B2,
US-10508055-B2,2600.5
US-10508880-B1,8793.166666666666
US-10508882-B2,7789.923076923077
US-10508883-B2,11589.765957446809
US-10508886-B2,7357.0
US-10508891-B2,9331.0
US-10512257-B2,
US-10512854-B2,8813.0
US-10514222-B2,10033.0
US-10514225-B2,12263.366037735848
US-10514233-B2,
US-10514239-B2,11931.5
US-10515520-B2,
US-10520269-B2,9198.5
US-10520270-B2,13919.23076923077
US-10520271-B2,4517.0
US-10524480-B2,
US-10524522-B2,3227.0
US-10524968-B2,
US-10527372-B2,20177.5
US-10527375-B1,15451.333333333334
US-10527376-B2,10787.0
US-10527379-B2,7020.222222222223
US-10527380-B1,13199.454545454546
US-10529961-B2,7749.0
US-10533815-B1,5643.166666666667
US-10533817-B1,7942.0
US-10533818-B1,
US-10533820-B2,16036.714285714286
US-10533825-B2,7759.5
US-10533826-B2,9153.666666666666
US-10534166-B2,4801.573170731707
US-10539270-B1,6111.0
US-10539383-B1,11732.0
US-10539384-B1,20405.875
US-10539387-B1,7882.0
US-10539392-B2,6626.666666666667
US-10539396-B1,15314.25
US-10539403-B2,3196.2
US-10542829-B2,
US-10543420-B2,
US-10545003-B1,3269.0
US-10545004-B1,13239.1875
US-10545005-B2,11900.0
US-10545006-B1,955.5
US-10545009-B1,8358.0
US-10551137-B2,693.0
US-10551139-B2,9663.5
US-10551140-B2,9583.0
US-10551142-B1,6674.85
US-10551144-B2,1689.0
US-10551147-B1,9002.0
US-10551148-B1,3496.5
US-10551149-B2,6161.75
US-10551155-B2,9353.555555555555
US-10555569-B2,
US-10557487-B2,
US-10557674-B1,15105.416666666666
US-10557675-B1,1523.6666666666667
US-10557677-B1,
US-10557678-B2,
US-10557680-B1,10338.222222222223
US-10557681-B2,1785.0
US-10557682-B2,8025.5
US-10557683-B1,8485.75
US-10557686-B2,8936.454545454546
US-10557687-B2,5934.6
US-10557688-B2,567.0
US-10557689-B2,6856.5
US-10561190-B2,4088.0
US-10561191-B1,
US-10562238-B2,6240.733333333334
US-10562648-B2,11476.85
US-10563938-B1,10270.206896551725
US-10563939-B1,10536.166666666666
US-10563940-B2,1386.0
US-10563941-B2,14616.0
US-10563942-B2,15448.239130434782
US-10563944-B2,10819.846153846154
US-10563948-B2,4047.0
US-10563950-B2,9604.0
US-10563951-B1,
US-10563952-B2,13855.333333333334
US-10563956-B2,2541.0
US-10563957-B1,9607.5
US-10563987-B2,5449.5
